<<<<<<< HEAD
Meriones_meridianus
Proechimys_quadruplicatus
Otomops_papuensis
Ctenomys_leucodon
Hipposideros_sabanus
Bunomys_fratrorum
Cynopterus_brachyotis
Parahydromys_asper
Cremnomys_cutchicus
Alticola_tuvinicus
Vandeleuria_nolthenii
Hemicentetes_semispinosus
Peromyscus_dickeyi
Cryptotis_meridensis
Sciurus_aureogaster
Muntiacus_crinifrons
Lutreolina_crassicaudata
Peromyscus_nasutus
Cavia_tschudii
Pipistrellus_dormeri
Sminthopsis_ooldea
Hylopetes_alboniger
Cryptotis_montivaga
Microtus_juldaschi
Chelemys_macronyx
Vampyressa_melissa
Dasyurus_hallucatus
Dasymys_nudipes
Petaurista_nobilis
Sorex_merriami
Ototylomys_phyllotis
Pappogeomys_merriami
Tamias_ruficaudus
Ichthyomys_hydrobates
Centurio_senex
Lonchophylla_bokermanni
Castor_canadensis
Myotis_tricolor
Mesocapromys_angelcabrerai
Manis_crassicaudata
Perameles_nasuta
Ammospermophilus_nelsoni
Capreolus_pygargus
Crocidura_lucina
Lavia_frons
Bolomys_lactens
Cynocephalus_variegatus
Hydrochaeris_hydrochaeris
Elephas_maximus
Leopoldamys_siporanus
Ctenomys_steinbachi
Heliosciurus_gambianus
Mustela_vison
Crocidura_hirta
Rhinolophus_borneensis
Diplothrix_legatus
Sorex_dispar
Hipposideros_cervinus
Felovia_vae
Histiotus_velatus
Rhyncholestes_raphanurus
Rattus_turkestanicus
Cercocebus_torquatus
Funisciurus_congicus
Micronycteris_behnii
Bos_sauveli
Osgoodomys_banderanus
Sturnira_bidens
Proechimys_iheringi
Dephomys_eburnea
Phloeomys_pallidus
Choeroniscus_minor
Ctenomys_dorsalis
Taphozous_georgianus
Xenomys_nelsoni
Phocoenoides_dalli
Mesocricetus_brandti
Hylopetes_spadiceus
Funisciurus_substriatus
Emballonura_monticola
Microtus_pennsylvanicus
Megaderma_spasma
Lionycteris_spurrelli
Gazella_leptoceros
Perognathus_xanthanotus
Dendromus_insignis
Microtus_montebelli
Chiropotes_satanas
Myotis_ruber
Parahyaena_brunnea
Poiana_richardsonii
Ctenomys_tucumanus
Myotis_nigricans
Aethomys_hindei
Mustela_frenata
Tamiops_swinhoei
Pteropus_pselaphon
Graphiurus_rupicola
Crocidura_parvipes
Microtus_quasiater
Emballonura_alecto
Chroeomys_andinus
Pteropus_pohlei
Peromyscus_melanotis
Eothenomys_shanseius
Gerbillus_rosalinda
Callithrix_flaviceps
Microtus_canicaudus
Petinomys_fuscocapillus
Monodelphis_dimidiata
Petrogale_assimilis
Mormopterus_minutus
Sylvilagus_insonus
Mormopterus_phrudus
Crocidura_nigricans
Mus_tenellus
Tachyoryctes_ruandae
Pogonomys_loriae
Idiurus_zenkeri
Panthera_onca
Arctocephalus_forsteri
Arvicola_terrestris
Eudiscopus_denticulus
Ochotona_princeps
Aethomys_bocagei
Macropus_rufogriseus
Tonatia_carrikeri
Soriculus_smithii
Nyctimene_draconilla
Solomys_ponceleti
Bdeogale_jacksoni
Taphozous_nudiventris
Clethrionomys_californicus
Galea_spixii
Pteropus_scapulatus
Saguinus_midas
Hyperoodon_ampullatus
Naemorhedus_crispus
Mysateles_melanurus
Microtus_sikimensis
Gerbillus_mackillingini
Homo_sapiens
Dobsonia_beauforti
Oryzomys_couesi
Spermophilus_spilosoma
Australophocaena_dioptrica
Sigmodon_alleni
Lontra_longicaudis
Reithrodontomys_montanus
Crocidura_xantippe
Holochilus_magnus
Hippocamelus_antisensis
Aproteles_bulmerae
Gerbillus_vivax
Trachypithecus_auratus
Microtus_townsendii
Cryptomys_bocagei
Cricetus_cricetus
Oligoryzomys_magellanicus
Rhinolophus_guineensis
Ctenomys_conoveri
Phyllotis_definitus
Pseudantechinus_woolleyae
Dasyurus_albopunctatus
Akodon_kofordi
Ochrotomys_nuttalli
Thomasomys_kalinowskii
Dendrohyrax_dorsalis
Nesokia_indica
Colobus_guereza
Gerbillus_aquilus
Volemys_clarkei
Leptailurus_serval
Elephantulus_rupestris
Eolagurus_luteus
Pseudomys_desertor
Laephotis_angolensis
Cryptomys_mechowi
Mus_crociduroides
Mylomys_dybowskii
Eonycteris_major
Aotus_azarai
Rattus_rattus
Lepus_saxatilis
Akodon_orophilus
Sundamys_muelleri
Monodelphis_americana
Caprolagus_hispidus
Thomasomys_silvestris
Dendrolagus_goodfellowi
Eliomys_melanurus
Hylobates_leucogenys
Nyctalus_montanus
Leptonycteris_nivalis
Lepilemur_septentrionalis
Planigale_novaeguineae
Melogale_moschata
Aethomys_nyikae
Melomys_bougainville
Hipposideros_pomona
Hemitragus_jemlahicus
Peromyscus_yucatanicus
Stylodipus_andrewsi
Pteropus_woodfordi
Spermophilus_elegans
Crocidura_mutesae
Myotis_vivesi
Viverricula_indica
Dicerorhinus_sumatrensis
Tarsomys_apoensis
Dipodomys_heermanni
Arctocephalus_tropicalis
Meriones_sacramenti
Pipistrellus_pulveratus
Tamias_senex
Brachylagus_idahoensis
Pteropus_ornatus
Pteropus_personatus
Tadarida_teniotis
Niviventer_culturatus
Epixerus_ebii
Pygathrix_nemaeus
Bibimys_chacoensis
Microdipodops_pallidus
Mazama_gouazoupira
Archboldomys_luzonensis
Congosorex_polli
Macrotarsomys_bastardi
Viverra_zibetha
Microtus_lusitanicus
Sciurus_pucheranii
Akodon_surdus
Crocidura_lea
Rattus_hoffmanni
Rhinolophus_robinsoni
Herpailurus_yaguarondi
Taterillus_congicus
Emballonura_semicaudata
Pteropus_dasymallus
Mus_setzeri
Thomasomys_aureus
Gazella_cuvieri
Kerodon_rupestris
Melomys_spechti
Eptesicus_douglasorum
Dorcopsulus_vanheurni
Maxomys_whiteheadi
Stenomys_ceramicus
Dipodomys_elephantinus
Spermophilus_variegatus
Monodelphis_unistriata
Rhogeessa_minutilla
Auliscomys_boliviensis
Kerivoula_intermedia
Sigmodon_arizonae
Ctenomys_sociabilis
Saguinus_mystax
Macaca_assamensis
Gazella_subgutturosa
Chaetodipus_artus
Cephalophus_niger
Propithecus_diadema
Akodon_siberiae
Eptesicus_melckorum
Phocoena_spinipinnis
Spermophilus_townsendii
Pteropus_macrotis
Spermophilus_pygmaeus
Petromus_typicus
Marmosops_parvidens
Crocidura_wimmeri
Cephalophus_rubidus
Ochotona_thomasi
Galerella_flavescens
Pithecia_irrorata
Lepilemur_microdon
Heterocephalus_glaber
Ctenomys_magellanicus
Blarina_carolinensis
Rousettus_egyptiacus
Myospalax_smithii
Thylogale_thetis
Pteropus_mahaganus
Vulpes_bengalensis
Chalinolobus_gleni
Oryzomys_alfaroi
Triaenops_furculus
Microdillus_peeli
Mystacina_tuberculata
Chaerephon_gallagheri
Rhipidomys_mastacalis
Bullimus_luzonicus
Paracrocidura_schoutedeni
Dipodomys_venustus
Mesoplodon_grayi
Niviventer_tenaster
Cynocephalus_volans
Glischropus_tylopus
Rhynchomys_isarogensis
Sigmodon_hispidus
Phyllonycteris_poeyi
Balantiopteryx_infusca
Myotis_riparius
Leimacomys_buettneri
Nyctophilus_walkeri
Hipposideros_bicolor
Alouatta_fusca
Suncus_hosei
Isoodon_auratus
Planigale_tenuirostris
Ellobius_talpinus
Myotis_oreias
Sciurus_oculatus
Thomasomys_niveipes
Gracilinanus_emiliae
Megaerops_wetmorei
Lutra_lutra
Spalacopus_cyanus
Hystrix_pumila
Zygodontomys_brevicauda
Crocidura_rhoditis
Mus_neavei
Odocoileus_virginianus
Rhinolophus_monoceros
Callosciurus_finlaysonii
Ammospermophilus_interpres
Cephalorhynchus_heavisidii
Sturnira_lilium
Tamias_dorsalis
Asellia_patrizii
Potorous_longipes
Graphiurus_olga
Tupaia_glis
Myomimus_personatus
Myopterus_daubentonii
Pseudois_nayaur
Echimys_grandis
Nycticeius_schlieffeni
Presbytis_hosei
Aotus_miconax
Sorex_raddei
Pseudohydromys_murinus
Eptesicus_baverstocki
Arctocebus_aureus
Gerbillurus_paeba
Tarsius_spectrum
Megadendromus_nikolausi
Ovis_vignei
Marmota_olympus
Eliurus_myoxinus
Dipodomys_stephensi
Pectinator_spekei
Exilisciurus_whiteheadi
Rattus_sanila
Aethomys_chrysophilus
Protoxerus_aubinnii
Oxymycterus_nasutus
Rousettus_obliviosus
Bassariscus_astutus
Hydromys_habbema
Ochotona_alpina
Hylopetes_winstoni
Stenella_clymene
Millardia_meltada
Murina_grisea
Chaerephon_chapini
Eptesicus_platyops
Grammomys_cometes
Cremnomys_blanfordi
Lemniscomys_macculus
Mus_musculoides
Pseudalopex_gymnocercus
Dicrostonyx_rubricatus
Reithrodontomys_burti
Mus_cervicolor
Funisciurus_bayonii
Micronycteris_schmidtorum
Pygoderma_bilabiatum
Leopoldamys_sabanus
Gerbillus_famulus
Pipistrellus_cuprosus
Microtus_duodecimcostatus
Nyctophilus_gouldi
Sylvisorex_morio
Micronycteris_nicefori
Callicebus_cinerascens
Hipposideros_cyclops
Nyctinomops_macrotis
Mesocapromys_auritus
Axis_axis
Ctenomys_perrensis
Bolomys_temchuki
Microryzomys_altissimus
Crocidura_roosevelti
Sorex_minutus
Myotis_velifer
Dendromus_lovati
Liomys_adspersus
Orthogeomys_underwoodi
Lemniscomys_roseveari
Rubrisciurus_rubriventer
Ochotona_pallasi
Peromyscus_attwateri
Colobus_satanas
Cercopithecus_hamlyni
Cephalophus_nigrifrons
Neomys_fodiens
Reithrodontomys_rodriguezi
Calomys_callidus
Macrotarsomys_ingens
Ovis_dalli
Rattus_villosissimus
Tamias_ochrogenys
Genetta_maculata
Chrysocyon_brachyurus
Microtus_longicaudus
Eptesicus_brasiliensis
Alopex_lagopus
Procolobus_pennantii
Galagoides_zanzibaricus
Antechinus_swainsonii
Thylogale_stigmatica
Parascalops_breweri
Akodon_iniscatus
Hydromys_shawmayeri
Tragulus_napu
Coendou_bicolor
Antechinus_godmani
Ichthyomys_stolzmanni
Kobus_ellipsiprymnus
Echimys_macrurus
Ellobius_lutescens
Rhinolophus_simplex
Hipposideros_papua
Pteronotus_davyi
Chalinolobus_superbus
Felis_bieti
Rattus_tunneyi
Myotis_myotis
Lariscus_hosei
Apomys_sacobianus
Echimys_unicolor
Oenomys_ornatus
Microperoryctes_papuensis
Uropsilus_soricipes
Tupaia_chrysogaster
Tamias_sibiricus
Proechimys_hoplomyoides
Notomys_aquilo
Crocidura_miya
Oligoryzomys_arenalis
Casinycteris_argynnis
Macroderma_gigas
Marmosops_dorothea
Crunomys_melanius
Clethrionomys_centralis
Pithecheir_parvus
Sturnira_luisi
Stenella_attenuata
Clethrionomys_sikotanensis
Mystromys_albicaudatus
Dendromus_messorius
Sciurus_spadiceus
Microtus_oregoni
Emballonura_furax
Perognathus_alticola
Rattus_norvegicus
Grammomys_macmillani
Callicebus_olallae
Galidictis_grandidieri
Oligoryzomys_chacoensis
Praomys_morio
Pseudomys_glaucus
Ctenomys_haigi
Planigale_ingrami
Cercartetus_nanus
Hipposideros_inexpectatus
Melogale_everetti
Nelsonia_goldmani
Sus_scrofa
Marmota_himalayana
Rhinolophus_blasii
Crocidura_tansaniana
Thylamys_pusilla
Pipistrellus_lophurus
Paraxerus_vincenti
Reithrodontomys_creper
Aethomys_stannarius
Sminthopsis_gilberti
Condylura_cristata
Epomophorus_wahlbergi
Dasyprocta_mexicana
Megaerops_ecaudatus
Petromyscus_shortridgei
Platacanthomys_lasiurus
Allactaga_hotsoni
Rattus_timorensis
Crocidura_palawanensis
Sorex_sadonis
Eligmodontia_moreni
Pteropus_neohibernicus
Crocidura_littoralis
Liomys_salvini
Hylobates_agilis
Peromyscus_guardia
Myoprocta_acouchy
Bubalus_depressicornis
Trichys_fasciculata
Akodon_torques
Pseudomys_hermannsburgensis
Anisomys_imitator
Gerbillus_perpallidus
Axis_calamianensis
Rhipidomys_venezuelae
Ictonyx_striatus
Gerbillus_somalicus
Maxomys_panglima
Manis_tricuspis
Thylogale_billardierii
Hylopetes_phayrei
Pipistrellus_babu
Sorex_shinto
Pappogeomys_alcorni
Macropus_irma
Uroderma_magnirostrum
Cephalophus_harveyi
Neotoma_lepida
Eumops_underwoodi
Pipistrellus_permixtus
Pelomys_isseli
Rattus_feliceus
Mops_congicus
Mustela_sibirica
Hippocamelus_bisulcus
Damaliscus_lunatus
Dremomys_lokriah
Eothenomys_custos
Callicebus_modestus
Hipposideros_coxi
Scotoecus_hirundo
Mus_mayori
Mydaus_javanensis
Pteropus_rayneri
Peromyscus_gymnotis
Thomomys_monticola
Diplomys_rufodorsalis
Pseudoryzomys_simplex
Bunomys_coelestis
Raphicerus_melanotis
Akodon_longipilis
Eptesicus_pumilus
Pipistrellus_societatis
Cardioderma_cor
Proechimys_longicaudatus
Manis_javanica
Atilax_paludinosus
Cercopithecus_pogonias
Oryzomys_legatus
Caluromysiops_irrupta
Zapus_princeps
Microtus_richardsoni
Peromyscus_polionotus
Cryptotis_hondurensis
Chaerephon_russata
Neotoma_varia
Tamias_umbrinus
Orcinus_orca
Megaerops_niphanae
Graphiurus_kelleni
Crocidura_levicula
Axis_kuhlii
Macaca_nemestrina
Crocidura_picea
Ningaui_timealeyi
Alticola_roylei
Echinops_telfairi
Arctictis_binturong
Odocoileus_hemionus
Sundasciurus_moellendorffi
Microtus_abbreviatus
Micronycteris_brachyotis
Phyllotis_osilae
Mastomys_erythroleucus
Tamias_bulleri
Sciurus_aestuans
Myotis_sodalis
Callithrix_geoffroyi
Myotis_goudoti
Hipposideros_ater
Sicista_betulina
Hemiechinus_hypomelas
Mazama_americana
Suncus_mertensi
Thomasomys_daphne
Steatomys_pratensis
Cryptomys_damarensis
Alticola_macrotis
Sylvilagus_transitionalis
Microgale_brevicaudata
Scaptonyx_fusicaudus
Abrawayaomys_ruschii
Thomasomys_taczanowskii
Rattus_giluwensis
Sciurus_arizonensis
Feroculus_feroculus
Proechimys_myosuros
Chiroderma_villosum
Cercopithecus_solatus
Rhinolophus_nereis
Colobus_angolensis
Ctenomys_minutus
Cynopterus_horsfieldi
Erophylla_sezekorni
Thylogale_brunii
Juscelinomys_candango
Alticola_stracheyi
Artibeus_obscurus
Muriculus_imberbis
Chiroderma_doriae
Phyllotis_caprinus
Muntiacus_feae
Damaliscus_pygargus
Dasyprocta_ruatanica
Taterillus_harringtoni
Microgale_pusilla
Indopacetus_pacificus
Lepus_coreanus
Procyon_maynardi
Akodon_boliviensis
Rhinolophus_philippinensis
Tylomys_panamensis
Pteromyscus_pulverulentus
Oxymycterus_inca
Peromyscus_californicus
Niviventer_brahma
Oecomys_mamorae
Ia_io
Pygathrix_bieti
Conilurus_penicillatus
Gerbillus_quadrimaculatus
Scotomanes_emarginatus
Lagidium_wolffsohni
Oxymycterus_iheringi
Hesperoptenus_tomesi
Peromyscus_maniculatus
Dendrolagus_inustus
Ammospermophilus_harrisii
Taurotragus_oryx
Eptesicus_brunneus
Saguinus_labiatus
Mustela_altaica
Rhinolophus_macrotis
Saguinus_inustus
Dorcopsulus_macleayi
Graphiurus_christyi
Kerivoula_whiteheadi
Alouatta_caraya
Dephomys_defua
Phyllotis_haggardi
Paracrocidura_maxima
Dobsonia_moluccensis
Oligoryzomys_eliurus
Eptesicus_kobayashii
Oligoryzomys_delticola
Pipistrellus_musciculus
Lophuromys_flavopunctatus
Lonchorhina_fernandezi
Tatera_valida
Dendromus_kahuziensis
Isthmomys_flavidus
Oncifelis_geoffroyi
Ailurus_fulgens
Sylvilagus_brasiliensis
Anthops_ornatus
Pteropus_caniceps
Rousettus_spinalatus
Arvicanthis_blicki
Sciurotamias_forresti
Lepus_starcki
Microtus_irene
Dobsonia_praedatrix
Proechimys_simonsi
Otomys_typus
Scotophilus_celebensis
Peromyscus_mekisturus
Tenrec_ecaudatus
Lagorchestes_conspicillatus
Lestoros_inca
Bubalus_mindorensis
Lepilemur_edwardsi
Sundasciurus_brookei
Tupaia_nicobarica
Neacomys_tenuipes
Stenomys_verecundus
Bison_bison
Crocidura_maurisca
Microcavia_australis
Dasymys_incomtus
Gerbillus_diminutus
Chaerephon_bivittata
Crocidura_mariquensis
Thomasomys_oreas
Marmota_camtschatica
Praomys_minor
Hemiechinus_collaris
Tragelaphus_scriptus
Cercopithecus_sclateri
Lemmus_lemmus
Lepus_californicus
Steatomys_parvus
Rhinolophus_mitratus
Rangifer_tarandus
Blarinella_quadraticauda
Chaetodipus_penicillatus
Talpa_europaea
Leontopithecus_rosalia
Ursus_arctos
Neotoma_goldmani
Hipposideros_abae
Oryzomys_devius
Ochotona_cansus
Suricata_suricatta
Megadontomys_nelsoni
Rhinolophus_rex
Apodemus_arianus
Equus_burchellii
Euroscaptor_klossi
Galerella_pulverulenta
Crocidura_jenkinsi
Parantechinus_bilarni
Nandinia_binotata
Eligmodontia_puerulus
Nycticebus_pygmaeus
Bibimys_labiosus
Moschus_chrysogaster
Pipistrellus_nathusii
Tarsius_pumilus
Aonyx_capensis
Myosorex_okuensis
Crocidura_jacksoni
Idionycteris_phyllotis
Moschus_moschiferus
Caluromys_lanatus
Crunomys_fallax
Oryzomys_intectus
Crocidura_thomensis
Nasuella_olivacea
Callosciurus_phayrei
Apodemus_speciosus
Dasypus_pilosus
Otomys_occidentalis
Cervus_duvaucelii
Melursus_ursinus
Berardius_arnuxii
Myotis_ridleyi
Lama_guanicoe
Crocidura_viaria
Allactaga_vinogradovi
Microtus_socialis
Sminthopsis_virginiae
Mandrillus_sphinx
Natalus_tumidirostris
Crocidura_dolichura
Sicista_kluchorica
Reithrodontomys_tenuirostris
Lepilemur_ruficaudatus
Rhinolophus_megaphyllus
Beamys_hindei
Hylomyscus_denniae
Hyosciurus_heinrichi
Lepus_brachyurus
Myomys_daltoni
Sylvilagus_palustris
Galictis_cuja
Crocidura_goliath
Proechimys_decumanus
Xenuromys_barbatus
Rhinolophus_silvestris
Crocidura_macarthuri
Chrysochloris_asiatica
Ochotona_macrotis
Peromyscus_mexicanus
Phocoena_phocoena
Taphozous_philippinensis
Isoodon_macrourus
Phodopus_campbelli
Manis_tetradactyla
Spermophilus_undulatus
Orthogeomys_lanius
Eothenomys_chinensis
Tupaia_tana
Hipposideros_cineraceus
Elephantulus_edwardii
Notoryctes_typhlops
Rhizomys_sinensis
Pipistrellus_mimus
Sorex_mirabilis
Dipus_sagitta
Lutrogale_perspicillata
Blanfordimys_bucharicus
Crocidura_tenuis
Gerbillus_percivali
Abrocoma_cinerea
Haeromys_minahassae
Sorex_caecutiens
Rheomys_underwoodi
Balantiopteryx_io
Myotis_horsfieldii
Capromys_pilorides
Dryomys_sichuanensis
Tetracerus_quadricornis
Pipistrellus_inexspectatus
Erinaceus_amurensis
Macrotus_californicus
Bunolagus_monticularis
Isoodon_obesulus
Niviventer_eha
Rhinolophus_cornutus
Pipistrellus_rusticus
Melomys_rufescens
Dipodomys_deserti
Pipistrellus_paterculus
Myotis_findleyi
Myotis_rosseti
Dologale_dybowskii
Bolomys_punctulatus
Ctenomys_bonettoi
Grammomys_dryas
Nycticeius_balstoni
Pteropus_fundatus
Alouatta_coibensis
Andinomys_edax
Pteronura_brasiliensis
Erignathus_barbatus
Zapus_trinotatus
Gracilinanus_marica
Carterodon_sulcidens
Sciurus_alleni
Callicebus_oenanthe
Mastomys_pernanus
Microhydromys_musseri
Talpa_levantis
Crocidura_malayana
Tylomys_nudicaudus
Funambulus_sublineatus
Sicista_kazbegica
Hyosciurus_ileile
Carpomys_phaeurus
Coendou_koopmani
Bathyergus_suillus
Saimiri_oerstedii
Sciurotamias_davidianus
Herpestes_naso
Mesoplodon_hectori
Eptesicus_regulus
Cynomys_ludovicianus
Rattus_palmarum
Proechimys_cuvieri
Plecotus_auritus
Scotonycteris_zenkeri
Phascogale_calura
Nyctimene_minutus
Delomys_dorsalis
Talpa_romana
Genetta_victoriae
Kerivoula_agnella
Echymipera_kalubu
Lophuromys_melanonyx
Microtus_kirgisorum
Lagenorhynchus_albirostris
Sicista_caucasica
Hydromys_chrysogaster
Gerbillus_stigmonyx
Phacochoerus_africanus
Oligoryzomys_victus
Nesoscaptor_uchidai
Equus_zebra
Reithrodontomys_sumichrasti
Microsciurus_mimulus
Molossops_neglectus
Cuon_alpinus
Lasiurus_borealis
Hystrix_crassispinis
Soriculus_caudatus
Callosciurus_caniceps
Macropus_antilopinus
Neotoma_chrysomelas
Pentalagus_furnessi
Ceratotherium_simum
Microtus_ochrogaster
Euoticus_pallidus
Nectomys_palmipes
Praomys_tullbergi
Myotis_ozensis
Scapanus_orarius
Petrogale_godmani
Rhinolophus_virgo
Laephotis_botswanae
Chrotomys_whiteheadi
Callosciurus_inornatus
Cavia_magna
Nannospalax_ehrenbergi
Laephotis_wintoni
Hystrix_africaeaustralis
Petrogale_persephone
Oecomys_paricola
Elephantulus_fuscipes
Nasua_narica
Macropus_parryi
Monodelphis_domestica
Pteropus_hypomelanus
Crocidura_pergrisea
Potamochoerus_porcus
Emballonura_dianae
Eumops_dabbenei
Mogera_etigo
Reithrodontomys_chrysopsis
Sylvisorex_isabellae
Caluromys_derbianus
Calomys_boliviae
Inia_geoffrensis
Camelus_dromedarius
Rhinolophus_rufus
Malacomys_lukolelae
Moschus_fuscus
Akodon_markhami
Oryzomys_rostratus
Akodon_azarae
Aethomys_silindensis
Ctenomys_knighti
Dipodomys_microps
Vespertilio_superans
Petinomys_lugens
Spermophilus_mohavensis
Meriones_tamariscinus
Crocidura_luna
Crocidura_lasiura
Sturnira_erythromos
Chalinolobus_kenyacola
Neotomys_ebriosus
Myopus_schisticolor
Monodelphis_brevicaudata
Salpingotus_thomasi
Scotophilus_dinganii
Marmota_vancouverensis
Tolypeutes_tricinctus
Gerbillus_pyramidum
Sicista_napaea
Plecotus_teneriffae
Dicrostonyx_hudsonius
Myotis_daubentoni
Herpestes_palustris
Crocidura_buettikoferi
Natalus_stramineus
Crocidura_kivuana
Phalanger_sericeus
Reithrodontomys_microdon
Presbytis_rubicunda
Maxomys_dollmani
Leggadina_forresti
Procolobus_badius
Rattus_steini
Tamandua_tetradactyla
Mustela_felipei
Galidia_elegans
Funisciurus_carruthersi
Cephalophus_zebra
Mus_booduga
Echimys_pictus
Lepus_flavigularis
Meriones_rex
Apodemus_sylvaticus
Octodontomys_gliroides
Eliomys_quercinus
Crocidura_tarella
Artibeus_concolor
Didelphis_albiventris
Cloeotis_percivali
Maxomys_bartelsii
Dendrolagus_dorianus
Tamiops_rodolphei
Rattus_pelurus
Rhogeessa_parvula
Tympanoctomys_barrerae
Orycteropus_afer
Sylvisorex_vulcanorum
Cryptotis_nigrescens
Holochilus_chacarius
Lophuromys_woosnami
Mustela_nudipes
Myotis_keenii
Mus_minutoides
Ctenomys_validus
Rattus_stoicus
Hyomys_dammermani
Chalinolobus_argentatus
Myotis_fortidens
Rattus_bontanus
Paraxerus_poensis
Orthogeomys_cherriei
Microtus_tatricus
Zyzomys_pedunculatus
Genetta_tigrina
Murexia_rothschildi
Megadontomys_thomasi
Saccopteryx_gymnura
Carollia_castanea
Nycteris_tragata
Muntiacus_atherodes
Thalpomys_cerradensis
Ctenomys_tuconax
Pteralopex_anceps
Acomys_spinosissimus
Otonyctomys_hatti
Spermophilopsis_leptodactylus
Sus_philippensis
Tokudaia_muenninki
Akodon_mollis
Ctenomys_mendocinus
Artibeus_cinereus
Saccolaimus_pluto
Felis_nigripes
Oryzomys_xantheolus
Perodicticus_potto
Bdeogale_crassicauda
Micoureus_demerarae
Hipposideros_lekaguli
Chilomys_instans
Otomys_angoniensis
Marmosops_impavidus
Microtus_subterraneus
Mus_terricolor
Taphozous_mauritianus
Emballonura_beccarii
Procyon_minor
Murina_florium
Rattus_xanthurus
Delomys_sublineatus
Macropus_dorsalis
Tryphomys_adustus
Ichthyomys_tweedii
Dolichotis_patagonum
Pipistrellus_anthonyi
Hydrurga_leptonyx
Callithrix_penicillata
Nyctimene_aello
Microcebus_rufus
Gerbillus_mesopotamiae
Myotis_australis
Saguinus_leucopus
Hipposideros_fulvus
Apomys_abrae
Cephalophus_callipygus
Hipposideros_commersoni
Paracynictis_selousi
Rhynchonycteris_naso
Microtus_hyperboreus
Eptesicus_pachyotis
Soriculus_parca
Suncus_stoliczkanus
Eptesicus_capensis
Spermophilus_mollis
Taphozous_kapalgensis
Hylopetes_sipora
Mallomys_gunung
Scotophilus_viridis
Echimys_blainvillei
Ctenomys_talarum
Otonycteris_hemprichii
Melomys_leucogaster
Pelomys_minor
Sphiggurus_villosus
Onychomys_arenicola
Giraffa_camelopardalis
Ornithorhynchus_anatinus
Paradoxurus_zeylonensis
Calomyscus_urartensis
Diplomys_caniceps
Suncus_zeylanicus
Hipposideros_obscurus
Cercopithecus_dryas
Crocuta_crocuta
Andalgalomys_pearsoni
Phodopus_sungorus
Oligoryzomys_griseolus
Hylobates_pileatus
Crocidura_zarudnyi
Allactaga_tetradactyla
Niviventer_confucianus
Crocidura_planiceps
Nyctalus_noctula
Petaurus_abidi
Molossops_planirostris
Rhinophylla_pumilio
Gerbillus_dalloni
Brachyuromys_betsileoensis
Petrogale_penicillata
Lepus_europaeus
Sicista_concolor
Neohydromys_fuscus
Leopardus_pardalis
Gerbillus_principulus
Dendrolagus_matschiei
Callicebus_donacophilus
Rhinolophus_subrufus
Peponocephala_electra
Aotus_brumbacki
Dremomys_pernyi
Reithrodontomys_darienensis
Crocidura_pasha
Pedetes_capensis
Reithrodontomys_raviventris
Prionailurus_rubiginosus
Syconycteris_hobbit
Brachiones_przewalskii
Biswamoyopterus_biswasi
Eptesicus_guadeloupensis
Microtus_gerbei
Mus_callewaerti
Sylvilagus_nuttallii
Nyctalus_lasiopterus
Euneomys_mordax
Maxomys_wattsi
Taeromys_celebensis
Macaca_maura
Melomys_lorentzii
Trichosurus_arnhemensis
Akodon_hershkovitzi
Choeroniscus_periosus
Phoca_vitulina
Semnopithecus_entellus
Hapalemur_simus
Geoxus_valdivianus
Proechimys_gularis
Oryzomys_saturatior
Gerbillus_dasyurus
Macaca_fascicularis
Platanista_minor
Dipodomys_elator
Sus_celebensis
Allactaga_firouzi
Clyomys_laticeps
Ctenomys_frater
Malacomys_verschureni
Petrogale_brachyotis
Liomys_pictus
Micoureus_regina
Calomys_tener
Bolomys_amoenus
Reithrodontomys_humulis
Dendrohyrax_arboreus
Rousettus_angolensis
Microtus_oeconomus
Artibeus_hirsutus
Tylomys_fulviventer
Choloepus_didactylus
Gerbillus_nanus
Artibeus_lituratus
Ovibos_moschatus
Saccolaimus_flaviventris
Apodemus_agrarius
Microtus_californicus
Pteropus_pumilus
Crocidura_glassi
Lariscus_insignis
Mosia_nigrescens
Pseudomys_australis
Wiedomys_pyrrhorhinos
Eozapus_setchuanus
Tupaia_picta
Eptesicus_rendalli
Orthogeomys_grandis
Urocyon_cinereoargenteus
Lepus_alleni
Arctonyx_collaris
Pteropus_mearnsi
Sorex_tundrensis
Hylobates_syndactylus
Miniopterus_minor
Octodon_degus
Tylonycteris_robustula
Rattus_jobiensis
Euroscaptor_longirostris
Macropus_eugenii
Heterohyrax_brucei
Harpyionycteris_whiteheadi
Solomys_salebrosus
Coccymys_ruemmleri
Kerivoula_papuensis
Pseudalopex_griseus
Geogale_aurita
Neotoma_bryanti
Cercopithecus_erythrotis
Heteromys_gaumeri
Isothrix_bistriata
Strigocuscus_celebensis
Rhinolophus_landeri
Microtus_pinetorum
Meles_meles
Lonchophylla_mordax
Hesperoptenus_tickelli
Acomys_subspinosus
Akodon_xanthorhinus
Crocidura_thalia
Dendromus_mesomelas
Mops_condylurus
Hylobates_concolor
Paraxerus_lucifer
Spermophilus_dauricus
Poelagus_marjorita
Pipistrellus_anchietai
Mus_triton
Ochotona_rutila
Sturnira_ludovici
Pteropus_howensis
Pipistrellus_maderensis
Madoqua_saltiana
Stenella_frontalis
Arvicanthis_abyssinicus
Civettictis_civetta
Myotis_frater
Macaca_nigra
